GEO.id,GEO.id2,GEO.display-label,HC03_VC87,HC03_VC88,HC03_VC89,HC03_VC90,HC03_VC91,HC03_VC92,HC03_VC93,HC03_VC94,HC03_VC95,HC03_VC96,HC03_VC97,HC03_VC98,HC03_VC99,HC03_VC100,HC03_VC101,HC03_VC102
Id,Id2,Geography,Percent; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races including Some other race,"Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races excluding Some other race, and Three or more races"
8600000US77979,77979,ZCTA5 77979,17542,51.8,48.1,0.2,0.0,3.6,48.2,39.5,3.2,0.1,3.9,0.1,0.1,1.4,0.0,1.4
8600000US77982,77982,ZCTA5 77982,923,41.4,40.5,0.0,0.0,0.9,58.6,58.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
8600000US77983,77983,ZCTA5 77983,2496,27.0,26.0,0.0,0.1,1.0,73.0,67.6,0.4,0.0,1.7,0.0,0.0,3.2,0.0,3.2
8600000US77984,77984,ZCTA5 77984,4074,7.6,7.4,0.0,0.0,0.2,92.4,85.0,6.4,0.0,0.1,0.0,0.0,1.0,0.0,1.0
8600000US77987,77987,ZCTA5 77987,235,19.6,19.6,0.0,0.0,0.0,80.4,75.7,1.3,0.0,0.0,0.0,0.0,3.4,0.0,3.4
8600000US77988,77988,ZCTA5 77988,340,14.4,14.4,0.0,0.0,0.0,85.6,85.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600000US77990,77990,ZCTA5 77990,808,69.8,66.2,0.0,0.0,3.6,30.2,29.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600000US77991,77991,ZCTA5 77991,423,48.5,48.5,0.0,0.0,0.0,51.5,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600000US77993,77993,ZCTA5 77993,268,21.6,21.6,0.0,0.0,0.0,78.4,78.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600000US77994,77994,ZCTA5 77994,411,32.6,31.4,0.0,0.0,1.2,67.4,66.9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
8600000US77995,77995,ZCTA5 77995,8892,34.9,33.3,0.0,0.1,1.4,65.1,57.1,7.4,0.0,0.2,0.0,0.0,0.5,0.0,0.5
8600000US78001,78001,ZCTA5 78001,0,,,,,,,,,,,,,,,
8600000US78002,78002,ZCTA5 78002,8034,71.7,63.9,0.0,0.0,7.8,28.3,25.5,0.4,1.6,0.0,0.0,0.0,0.8,0.0,0.8
8600000US78003,78003,ZCTA5 78003,8527,19.5,17.7,0.1,0.0,1.7,80.5,79.2,0.2,0.2,0.3,0.0,0.3,0.3,0.0,0.3
8600000US78004,78004,ZCTA5 78004,1246,21.6,21.6,0.0,0.0,0.0,78.4,70.8,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0
8600000US78005,78005,ZCTA5 78005,483,52.0,39.3,2.7,0.0,9.9,48.0,39.5,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0
8600000US78006,78006,ZCTA5 78006,30227,20.7,16.2,0.9,0.0,3.6,79.3,76.2,0.9,0.0,0.5,0.1,0.0,1.6,0.0,1.6
8600000US78007,78007,ZCTA5 78007,106,35.8,35.8,0.0,0.0,0.0,64.2,64.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600000US78008,78008,ZCTA5 78008,245,22.9,5.7,0.0,0.0,17.1,77.1,77.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600000US78009,78009,ZCTA5 78009,8539,46.9,43.6,0.1,0.0,3.3,53.1,50.0,0.4,0.0,0.3,0.0,0.0,2.4,0.0,2.4
8600000US78010,78010,ZCTA5 78010,2892,20.7,19.1,0.6,0.0,1.1,79.3,76.0,0.5,1.1,1.0,0.0,0.0,0.6,0.0,0.6
8600000US78011,78011,ZCTA5 78011,2198,75.8,73.7,0.0,0.0,2.0,24.2,21.7,0.9,0.0,0.0,0.0,0.0,1.7,0.0,1.7
8600000US78012,78012,ZCTA5 78012,477,69.2,67.5,0.2,0.0,1.5,30.8,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600000US78013,78013,ZCTA5 78013,5876,35.1,34.4,0.0,0.0,0.7,64.9,64.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
8600000US78014,78014,ZCTA5 78014,5460,85.4,84.4,0.0,0.2,0.9,14.6,12.8,1.1,0.0,0.0,0.0,0.0,0.7,0.0,0.7
8600000US78015,78015,ZCTA5 78015,11001,20.3,17.5,0.2,0.4,2.1,79.7,74.0,0.7,0.4,1.9,0.0,0.4,2.2,0.0,2.2
8600000US78016,78016,ZCTA5 78016,8923,49.3,46.5,0.5,0.0,2.3,50.7,50.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0
