Zip,Total-Population,Hispanic,White,Black,Native,Asian,Other,Total,Diversity Index,Year,City
78724,23612,67.3,8.0,22.7,0.0,0.3,1.7,100.0,0.48884400000000017,2015,Austin
78725,7343,45.7,18.8,33.2,0.0,0.5,1.8,100.0,0.645234,2015,Austin
78726,13027,19.2,55.8,4.9,0.0,17.9,2.1,99.9,0.616889,2015,Austin
78727,29354,17.6,54.5,5.8,0.5,17.5,4.1,99.99999999999999,0.636304,2015,Austin
78728,21081,23.6,46.4,17.5,0.3,8.6,3.5,99.89999999999999,0.6897530000000001,2015,Austin
78729,29386,21.1,58.4,7.8,0.2,8.5,3.9,99.9,0.599589,2015,Austin
78730,8871,8.2,83.5,0.0,0.0,5.3,3.1,100.1,0.2922810000000001,2015,Austin
78731,26595,8.6,78.7,2.4,0.1,7.8,2.5,100.1,0.36594899999999997,2015,Austin
78732,16269,9.1,77.0,1.0,0.1,10.0,2.8,99.99999999999999,0.387934,2015,Austin
78733,8930,9.5,73.9,0.2,0.1,13.5,2.8,100.0,0.4258399999999998,2015,Austin
78734,18948,18.5,75.2,0.8,0.3,3.7,1.5,100.0,0.39860399999999996,2015,Lakeway
78735,17438,16.2,74.8,1.3,0.1,6.199999999999999,1.5,100.1,0.41001299999999996,2015,Austin
78736,7621,18.5,75.1,0.5,0.0,3.1,2.6999999999999997,99.89999999999999,0.40005900000000016,2015,Austin
78737,14544,17.6,76.5,0.9,0.0,3.6,1.4000000000000001,100.0,0.38222600000000007,2015,Austin
78738,14795,12.2,76.8,0.9,0.1,7.4,2.6,100.0,0.3890579999999999,2015,Bee Cave
78739,18442,16.2,69.1,1.0,0.6,8.6,4.5,99.99999999999999,0.486718,2015,Austin
78741,51770,58.3,25.1,10.5,0.0,3.6,2.5,100.0,0.5841640000000001,2015,Austin
78742,748,50.8,38.5,9.8,0.0,0.0,0.9,100.0,0.5840259999999999,2015,Austin
78744,46408,75.9,15.9,6.5,0.1,0.6,1.1,100.1,0.3942549999999998,2015,Austin
78745,59758,38.5,51.8,4.9,0.3,2.3000000000000003,2.3,100.1,0.579983,2015,Austin
78746,27928,10.2,78.0,0.8,0.0,8.5,2.4,99.9,0.37333099999999986,2015,Austin
78747,18544,60.5,29.7,5.0,0.1,2.1,2.6,99.99999999999999,0.5421480000000001,2015,Austin
78748,46679,35.0,53.5,4.5,0.1,4.3999999999999995,2.6,100.1,0.5866370000000001,2015,Austin
78749,36210,19.7,66.2,2.7,0.2,8.5,2.6,99.9,0.514313,2015,Austin
78750,28626,14.7,68.0,2.0,0.0,12.4,2.9,100.00000000000001,0.4993739999999999,2015,Austin
78751,14441,18.4,70.3,1.2,0.3,6.0,3.8000000000000003,99.99999999999999,0.466738,2015,Austin
78752,20153,59.2,25.7,11.2,0.1,2.5,1.3,100.0,0.5701479999999999,2015,Austin
78753,55077,61.1,20.1,11.1,0.1,6.0,1.5,99.89999999999999,0.570131,2015,Austin
78754,19020,36.9,24.2,20.7,0.1,14.7,3.4,100.0,0.73966,2015,Austin
78756,8908,11.6,75.9,3.0,0.0,7.0,2.5,100.0,0.4040379999999999,2015,Austin
78757,23118,21.6,72.0,1.6,0.1,3.1,1.5999999999999999,99.99999999999997,0.4334699999999999,2015,Austin
78758,46972,48.5,33.7,9.3,0.2,6.2,2.1,100.0,0.638268,2015,Austin
78759,40629,12.3,69.4,3.8,0.1,11.1,3.4000000000000004,100.1,0.4883129999999999,2015,Austin
78953,826,33.3,66.7,0.0,0.0,0.0,0.0,100.0,0.444222,2015,Rosanky
78957,9170,13.2,72.8,10.3,0.6,0.8,2.4000000000000004,100.1,0.441307,2015,Smithville
