Zip,Total-Population,Hispanic,White,Black,Native,Asian,Other,Total,Diversity Index,Year,City
78728,20794,27.2,45.3,14.0,0.2,9.299999999999999,3.9,99.9,0.691033,2014,Austin
78729,28786,19.7,58.2,10.3,0.1,8.1,3.5,99.89999999999999,0.604071,2014,Austin
78730,8591,9.3,83.5,0.3,0.0,5.5,1.3,99.89999999999999,0.29092299999999993,2014,Austin
78731,26412,10.3,76.7,2.8,0.0,7.8,2.4000000000000004,100.0,0.39365799999999995,2014,Austin
78732,15312,7.4,77.4,2.2,0.5,10.0,2.5,100.00000000000001,0.38431399999999993,2014,Austin
78733,9404,9.1,75.8,0.0,0.1,11.9,3.1,99.99999999999999,0.40203200000000006,2014,Austin
78734,18498,19.7,75.2,0.6,0.3,3.5,0.7,100.0,0.39436799999999994,2014,Lakeway
78735,17548,17.6,73.7,0.8,0.1,6.5,1.3,100.0,0.421396,2014,Austin
78736,7030,18.6,74.1,0.5,0.0,5.2,1.5,99.89999999999999,0.4133689999999999,2014,Austin
78737,14167,14.8,79.0,1.1,0.0,3.4,1.6,99.89999999999999,0.35246299999999986,2014,Austin
78738,13794,12.0,77.2,1.4,0.1,7.5,1.9,100.10000000000001,0.3834329999999999,2014,Bee Cave
78739,18068,15.7,69.8,0.6,0.6,8.4,4.8,99.89999999999999,0.4787150000000001,2014,Austin
78741,51274,60.8,23.8,9.1,0.0,3.7,2.6,99.99999999999999,0.563366,2014,Austin
78742,566,46.5,40.8,11.7,0.0,0.0,1.1,100.1,0.6035010000000001,2014,Austin
78744,45830,76.2,15.7,6.7,0.1,0.3,0.9,99.9,0.3901269999999999,2014,Austin
78745,58878,39.5,52.1,4.5,0.3,1.6,1.8,99.79999999999998,0.56992,2014,Austin
78746,27960,10.5,78.3,0.6,0.1,8.2,2.4,100.1,0.3685490000000001,2014,Austin
78747,16753,55.1,32.6,6.0,0.2,2.8,3.4,100.10000000000001,0.584579,2014,Austin
78748,44907,34.5,54.2,5.0,0.1,4.3,1.9,100.0,0.5825,2014,Austin
78749,35183,20.2,65.6,3.3,0.3,8.1,2.4,99.89999999999999,0.5206250000000001,2014,Austin
78750,27912,14.2,69.1,2.8,0.0,11.299999999999999,2.7,100.1,0.4880730000000001,2014,Austin
78751,13838,18.6,70.8,0.8,0.3,5.6,4.0,100.1,0.45933099999999993,2014,Austin
78752,19639,59.4,24.3,11.8,0.2,3.1,1.2000000000000002,100.0,0.5730820000000001,2014,Austin
78753,53994,60.2,21.2,11.2,0.1,6.1,1.3,100.1,0.5762170000000002,2014,Austin
78754,16494,31.2,29.2,21.6,0.1,14.6,3.3,99.99999999999999,0.7483299999999999,2014,Austin
78756,8685,11.4,76.3,4.0,0.0,6.699999999999999,1.6,100.0,0.3984899999999999,2014,Austin
78757,23442,22.6,71.2,2.0,0.2,2.7,1.3,100.00000000000001,0.440678,2014,Austin
78758,45134,49.0,31.5,9.9,0.2,7.5,2.0,100.10000000000001,0.644845,2014,Austin
78759,40067,12.8,69.8,3.0,0.1,11.1,3.2,99.99999999999999,0.482166,2014,Austin
78953,861,35.5,64.5,0.0,0.0,0.0,0.0,100.0,0.45794999999999997,2014,Rosanky
78957,8746,18.7,68.7,9.8,0.6,0.8,1.4,100.0,0.483162,2014,Smithville
