Zip,Total-Population,Hispanic,White,Black,Native,Asian,Other,Total,Diversity Index,Year,City
78702,21032,56.3,25.7,15.2,0.0,1.6,1.2,100.0,0.5934780000000001,2012,Austin
78703,19873,9.1,81.7,1.8,0.9,4.7,1.9000000000000001,100.10000000000001,0.32125499999999996,2012,Austin
78704,41709,29.6,63.3,3.3,0.3,1.7000000000000002,1.8,100.0,0.509984,2012,Austin
78705,30532,17.1,62.3,2.9,0.1,15.3,2.3,100.0,0.55785,2012,Austin
78712,554,19.9,70.2,0.0,0.0,9.9,0.0,100.0,0.45779400000000003,2012,Austin
78717,23514,13.9,60.9,4.3,0.0,18.0,3.0,100.1,0.574649,2012,Austin
78719,1717,62.6,34.8,2.6,0.0,0.0,0.0,100.0,0.486344,2012,Austin
78721,11178,52.5,11.1,33.6,0.3,0.7,1.8,100.0,0.598776,2012,Austin
78722,5973,19.1,62.5,13.5,0.9,2.7,1.4,100.10000000000001,0.553663,2012,Austin
78723,30999,45.5,27.8,23.4,0.1,1.8,1.4000000000000001,99.99999999999999,0.6604140000000001,2012,Austin
78724,21677,62.9,7.7,28.8,0.1,0.0,0.5,99.99999999999999,0.51546,2012,Austin
78725,6477,46.0,16.6,34.7,0.0,0.0,2.7,100.00000000000001,0.639706,2012,Austin
78726,12482,19.6,64.1,2.9,0.6,11.8,1.1,100.09999999999998,0.5357810000000002,2012,Austin
78727,28461,20.0,55.5,8.0,0.0,14.3,2.2,100.0,0.6246419999999999,2012,Austin
78728,20939,27.9,46.3,13.2,0.6,9.1,3.0,100.09999999999998,0.681149,2012,Austin
78729,28228,16.8,61.4,9.8,0.0,9.6,2.4,100.0,0.575384,2012,Austin
78730,8312,5.4,81.8,0.2,0.0,10.0,2.6,100.0,0.31728,2012,Austin
78731,24716,8.9,78.8,1.9,0.0,8.9,1.4,99.90000000000002,0.36265700000000023,2012,Austin
78732,14307,9.2,77.3,1.3,0.4,9.4,2.4000000000000004,100.00000000000001,0.38441000000000003,2012,Austin
78733,9486,7.7,80.3,0.0,0.0,9.9,2.2,100.10000000000001,0.3389770000000002,2012,Austin
78734,17824,19.7,76.5,0.2,0.2,2.9,0.5,100.00000000000001,0.375092,2012,Lakeway
78735,16882,19.7,71.2,1.0,0.0,5.8,2.1,99.8,0.4503419999999999,2012,Austin
78736,6841,17.1,74.5,0.2,0.0,6.1,2.1,99.99999999999999,0.41156800000000004,2012,Austin
78737,12882,12.7,81.4,1.2,0.8,3.1,0.7999999999999999,100.0,0.32004200000000005,2012,Austin
78738,12457,9.2,81.1,0.3,0.1,7.7,1.6,99.99999999999999,0.32762000000000013,2012,Bee Cave
78739,16911,15.0,71.4,1.1,0.6,7.1,4.9,100.1,0.4601049999999999,2012,Austin
78741,48246,61.9,22.0,9.2,0.0,4.8,2.0,99.9,0.5572710000000001,2012,Austin
78742,901,70.1,26.2,3.0,0.0,0.0,0.7,100.0,0.4390060000000001,2012,Austin
78744,43452,76.7,14.4,7.2,0.0,0.4,1.1,99.80000000000001,0.38565399999999994,2012,Austin
78745,54917,39.9,52.7,3.9,0.4,1.6,1.6,100.1,0.561021,2012,Austin
78746,26939,7.8,82.5,0.6,0.1,7.2,1.9000000000000001,100.1,0.3077090000000001,2012,Austin
78747,14158,53.3,33.4,6.0,0.1,5.2,2.0,99.99999999999999,0.5976500000000001,2012,Austin
78748,40290,34.8,54.9,4.8,0.0,3.4,2.1,99.99999999999999,0.5735940000000002,2012,Austin
78749,34391,19.9,67.2,3.8,0.3,7.1,1.8,100.09999999999998,0.501997,2012,Austin
78750,27119,15.8,68.5,3.1,0.0,10.4,2.1,99.89999999999999,0.49359299999999995,2012,Austin
78751,14340,13.7,74.9,1.7,0.0,5.6,4.2,100.10000000000001,0.41504099999999977,2012,Austin
78752,17170,56.6,24.4,15.0,0.1,2.8,1.1,99.99999999999999,0.596702,2012,Austin
78753,52384,59.6,20.4,12.2,0.3,6.3,1.3,100.1,0.5841370000000001,2012,Austin
78754,13570,32.3,32.0,18.1,0.1,15.1,2.4,100.0,0.737132,2012,Austin
78756,8060,9.3,82.3,2.6,0.0,5.0,0.8,99.99999999999999,0.3107820000000001,2012,Austin
78757,22718,24.5,70.4,1.5,0.2,2.5,0.8,99.9,0.443441,2012,Austin
78758,45105,46.3,32.1,13.2,0.3,6.1,2.1,100.1,0.660995,2012,Austin
78759,39850,11.3,70.5,3.5,0.1,12.4,2.2,100.0,0.4731200000000001,2012,Austin
78953,861,36.2,63.3,0.0,0.0,0.0,0.5,100.0,0.46824199999999994,2012,Rosanky
78957,8487,19.7,70.2,7.0,1.0,1.4,0.8,100.10000000000001,0.46312700000000007,2012,Smithville
